ID,시설명,실패사유,작업구분
1138433236,"제주특별자치도 서귀포시 제주4.3 성산읍 희생자 추모공원",검색 안됨,명칭/주소/전화 동기화
1169834260,"울산 북구 울산엘리야병원 장례식장",검색 안됨,명칭/주소/전화 동기화
1177570189,"경북 영천시 휴림원 추모공원",검색 안됨,명칭/주소/전화 동기화
1182643292,"제주특별자치도 서귀포시 표선면 4.3추모공원",검색 안됨,명칭/주소/전화 동기화
1211428590,"충청북도 제천시 송학주천장례식장",검색 안됨,명칭/주소/전화 동기화
1213636755,"제주특별자치도 제주시 광령1리 추모공원",검색 안됨,명칭/주소/전화 동기화
1233791196,"하늘납골당",유사도 낮음,명칭/주소/전화 동기화
1239833181,"인천광역시 부평구 인천가족공원 호국봉안담",검색 안됨,명칭/주소/전화 동기화
1251496112,"서울 강서구 화곡본동성당 장례식장",검색 안됨,명칭/주소/전화 동기화
1260795506,"경기 김포시 용문사추모공원",검색 안됨,명칭/주소/전화 동기화
1275380654,"경기 고양시 휴안수기봉안함",검색 안됨,명칭/주소/전화 동기화
1279106262,"전남 무안군 낙안오씨 수옹공 종중 추모공원",검색 안됨,명칭/주소/전화 동기화
1291722315,"충남 금산군 군립납골당",검색 안됨,명칭/주소/전화 동기화
1316674905,"경기 안성시 안성맞춤추모공원",검색 안됨,명칭/주소/전화 동기화
1330187498,"대구 달성군 남지장사수목장",검색 안됨,명칭/주소/전화 동기화
1340769391,"경남 고성군 경남반려동물장례식장 하늘소풍",검색 안됨,명칭/주소/전화 동기화
1356749326,"곤지암추모공원",유사도 낮음,명칭/주소/전화 동기화
1363802223,"벽제수목장",유사도 낮음,명칭/주소/전화 동기화
1377126258,"경기 안성시 안성백련추모공원",검색 안됨,명칭/주소/전화 동기화
1396887495,"경기도 남양주시 봉선사 봉안당",검색 안됨,명칭/주소/전화 동기화
1404257518,"전북특별자치도 완주군 완주군 공설공원묘지 봉안당",검색 안됨,명칭/주소/전화 동기화
1421378431,"강원도 삼척시 주식회사하늘정원장례식장",검색 안됨,명칭/주소/전화 동기화
1425778468,"경기 포천시 전농동성당평화묘원 봉안담",검색 안됨,명칭/주소/전화 동기화
1426929041,"전북특별자치도 완주군 하늘반려장례식장",검색 안됨,명칭/주소/전화 동기화
1430294809,"경남 거창군 거창사건추모공원 안내실",검색 안됨,명칭/주소/전화 동기화
1432447538,"경남 통영시 통영시공설봉안당 2관",검색 안됨,명칭/주소/전화 동기화
1619199420,"은평성모병원 장례식장",유사도 낮음,명칭/주소/전화 동기화
1626219668,"중앙성당 장례식장",유사도 낮음,명칭/주소/전화 동기화
1639400435,"충북 영동군 천화수목장",검색 안됨,명칭/주소/전화 동기화
1645710869,"강원특별자치도 원주시 원주추모공원 휴마루",검색 안됨,명칭/주소/전화 동기화
1654704741,"전라남도 영암군 영암효병원장례식장",검색 안됨,명칭/주소/전화 동기화
1680680474,"경기 남양주시 21그램 반려동물장례식장 남양주점",검색 안됨,명칭/주소/전화 동기화
1685830579,"충남 금산군 기독교추모관",검색 안됨,명칭/주소/전화 동기화
1701994287,"경남 의령군 의령4.26추모공원 위령탑",검색 안됨,명칭/주소/전화 동기화
1738991395,"서울 종로구 막벨라강화추모공원",검색 안됨,명칭/주소/전화 동기화
1745736837,"경남 거창군 거창사건추모공원 거창사건희생자묘역",검색 안됨,명칭/주소/전화 동기화
1757841284,"광주 동구 늘푸른수목장",검색 안됨,명칭/주소/전화 동기화
1758278984,"강원특별자치도 춘천시 동산추모공원 봉안담",검색 안됨,명칭/주소/전화 동기화
1769175050,"부산 남구 추모공원",검색 안됨,명칭/주소/전화 동기화
1791270023,"경남 함양군 한국전쟁전후함양양민희생자추모공원",검색 안됨,명칭/주소/전화 동기화
1802245397,"경북 경주시 대원사추모공원 정토원",검색 안됨,명칭/주소/전화 동기화
1804968871,"서울 구로구 신영복선생 추모공원",검색 안됨,명칭/주소/전화 동기화
1826510121,"제주특별자치도 제주시 북촌리장례식장",검색 안됨,명칭/주소/전화 동기화
1852749379,"전남 나주시 금하 서상록 추모공원",검색 안됨,명칭/주소/전화 동기화
1856848851,"경기 연천군 연천 한맘가족사랑 수목장",검색 안됨,명칭/주소/전화 동기화
1857265265,"경기 화성시 천주교서울대교구 비봉103위성인추모공원",검색 안됨,명칭/주소/전화 동기화
1889924013,"경기 광주시 부활동산 추모공원",검색 안됨,명칭/주소/전화 동기화
1961892058,"부산 수영구 주교좌남천성당 추모관",검색 안됨,명칭/주소/전화 동기화
2055234852,"울산 울주군 남울산국화원 장례식장",검색 안됨,명칭/주소/전화 동기화
2114483229,"대전 서구 증촌추모공원",검색 안됨,명칭/주소/전화 동기화
2139105112,"부산 해운대구 에이치서비스 마린바다장",검색 안됨,명칭/주소/전화 동기화
